DataHora;Tipo;xid;pointName;alarmLevel;Mensagem
2026-07-08 08:16:26.6060;DATASOURCE;;;2;common.default|UFV Iramaia - CFTV - Câmera 4 - Falha de Comunicação|
2026-07-08 08:16:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 29 - Falha de comunicação geral|
2026-07-08 08:13:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 30 - Falha de comunicação geral|
2026-07-08 08:12:56.6060;DATASOURCE;;;1;common.default|UFV Iramaia - Skid 1 - Trafo 1 - FAN 2 Ligado|
2026-07-08 08:06:31.6060;DATASOURCE;;;2;common.default|UFV Iramaia - CFTV - Câmera 4 - Falha de Comunicação|
2026-07-08 08:02:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 30 - Falha de comunicação geral|
2026-07-08 07:58:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 30 - Falha de comunicação geral|
2026-07-08 07:57:16.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - Skid 1 - Inversor 1.1 - Falta de Energia na Rede (Alarme Atuado)|
2026-07-08 07:57:16.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - Skid 1 - Inversor 1.2 - Falta de Energia na Rede (Alarme Atuado)|
2026-07-08 07:57:16.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - Skid 1 - Inversor 1.3 - Falta de Energia na Rede (Alarme Atuado)|
2026-07-08 07:57:16.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - Skid 1 - Inversor 1.4 - Falta de Energia na Rede (Alarme Atuado)|
2026-07-08 07:57:16.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - Skid 1 - Inversor 1.5 - Falta de Energia na Rede (Alarme Atuado)|
2026-07-08 07:57:11.6060;DATASOURCE;;;2;common.default|UFV Iramaia - CFTV - Câmera 4 - Falha de Comunicação|
2026-07-08 07:50:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 30 - Falha de comunicação geral|
2026-07-08 07:47:16.6060;DATASOURCE;;;2;common.default|UFV Iramaia - CFTV - Câmera 4 - Falha de Comunicação|
2026-07-08 07:46:21.6060;DATASOURCE;;;1;common.default|UFV Iramaia - Skid 1 - Trafo 1 - FAN 2 Ligado|
2026-07-08 07:39:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 30 - Falha de comunicação geral|
2026-07-08 07:31:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 30 - Falha de comunicação geral|
2026-07-08 07:30:06.6060;DATASOURCE;;;2;common.default|UFV Rio do Peixe I - CFTV - Câmera 27 - Falha de Comunicação|
2026-07-08 07:27:11.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - Skid 1 - Inversor 1.4 - Falta de Energia na Rede (Alarme Atuado)|
2026-07-08 07:27:06.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - Skid 1 - Inversor 1.1 - Falta de Energia na Rede (Alarme Atuado)|
2026-07-08 07:24:11.6060;DATASOURCE;;;1;common.default|UFV Iramaia - Skid 1 - Trafo 1 - FAN 2 Ligado|
2026-07-08 07:23:36.6060;DATASOURCE;;;2;common.default|UFV Rio do Peixe I - CFTV - Câmera 27 - Falha de Comunicação|
2026-07-08 07:22:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 30 - Falha de comunicação geral|
2026-07-08 07:21:56.6060;DATASOURCE;;;2;common.default|UFV Rio do Peixe II - CFTV - Câmera 27 - Falha de Comunicação|
2026-07-08 07:12:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 30 - Falha de comunicação geral|
2026-07-08 07:07:51.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - Skid 1 - Trafo 1 - Falha de Comunicação|
2026-07-08 07:06:06.6060;DATASOURCE;;;1;common.default|UFV Iramaia - Skid 1 - Trafo 1 - FAN 2 Ligado|
2026-07-08 07:03:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 34 - Falha de comunicação geral|
2026-07-08 06:54:16.6060;DATASOURCE;;;2;common.default|UFV Rio do Peixe I - CFTV - Câmera 27 - Falha de Comunicação|
2026-07-08 06:51:56.6060;DATASOURCE;;;2;common.default|UFV Rio do Peixe II - CFTV - Câmera 27 - Falha de Comunicação|
2026-07-08 06:49:51.6060;DATASOURCE;;;1;common.default|UFV Iramaia - Skid 1 - Trafo 1 - FAN 2 Ligado|
2026-07-08 06:43:51.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Master - Alarme de Segurança contra Vento|
2026-07-08 06:43:51.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Master - Falha de Comunicação com a unidade RSU|
2026-07-08 06:43:51.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Master - Alarme de Direção do Vento|
2026-07-08 06:42:11.6060;DATASOURCE;;;2;common.default|UFV Rio do Peixe II - CFTV - Câmera 27 - Falha de Comunicação|
2026-07-08 06:31:36.6060;DATASOURCE;;;1;common.default|UFV Iramaia - Skid 1 - Trafo 1 - FAN 2 Ligado|
2026-07-08 06:30:06.6060;DATASOURCE;;;2;common.default|UFV Rio do Peixe II - CFTV - Câmera 27 - Falha de Comunicação|
2026-07-08 06:16:36.6060;DATASOURCE;;;1;common.default|UFV Iramaia - Skid 1 - Trafo 1 - FAN 2 Ligado|
2026-07-08 06:13:16.6060;DATASOURCE;;;2;common.default|UFV Rio do Peixe II - CFTV - Câmera 27 - Falha de Comunicação|
2026-07-08 06:00:41.6060;DATASOURCE;;;2;common.default|UFV Rio do Peixe II - CFTV - Câmera 27 - Falha de Comunicação|
2026-07-08 05:59:51.6060;DATASOURCE;;;1;common.default|UFV Iramaia - Skid 1 - Trafo 1 - FAN 2 Ligado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 44 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 41 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 42 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 43 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 45 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 1 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 2 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 3 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 4 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 21 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 22 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 5 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 23 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 6 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 24 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 7 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 25 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 8 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 26 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 9 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 10 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 27 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 11 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 28 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 29 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 30 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 12 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 13 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 31 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 14 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 32 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 15 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 33 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 16 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 34 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 35 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 36 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 17 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 37 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 18 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 38 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 39 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 19 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 40 - Relógio interno desajustado|
2026-07-08 05:58:31.6060;DATASOURCE;;;3;common.default|UFV Iramaia - NCU 1 - Tracker 20 - Relógio interno desajustado|
2026-07-08 05:48:11.6060;DATASOURCE;;;2;common.default|UFV Iramaia - CFTV - Câmera 4 - Falha de Comunicação|
2026-07-08 05:47:06.6060;DATASOURCE;;;2;common.default|UFV Rio do Peixe II - CFTV - Câmera 27 - Falha de Comunicação|
2026-07-08 05:44:41.6060;DATASOURCE;;;1;common.default|UFV Iramaia - Skid 1 - Trafo 1 - FAN 2 Ligado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 41 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 42 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 44 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 43 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 46 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 45 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 47 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 48 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 29 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 30 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 31 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 33 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 32 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 34 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 35 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 37 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 36 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 38 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 39 - Relógio interno desajustado|
2026-07-08 05:41:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 40 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 1 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 2 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 3 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 4 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 5 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 7 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 8 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 9 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 10 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 11 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 6 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 12 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 13 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 15 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 16 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 17 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 14 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 18 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 19 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 20 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 21 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 22 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 23 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 24 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 25 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 26 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 27 - Relógio interno desajustado|
2026-07-08 05:41:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe II - NCU 1 - Tracker 28 - Relógio interno desajustado|
2026-07-08 05:38:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 47 - Relógio interno desajustado|
2026-07-08 05:38:01.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 2 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 41 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 42 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 43 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 44 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 45 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 46 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 48 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 1 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 3 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 4 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 5 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 6 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 7 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 8 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 9 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 10 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 11 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 12 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 13 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 21 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 14 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 22 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 15 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 23 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 16 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 24 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 25 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 17 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 18 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 26 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 19 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 20 - Relógio interno desajustado|
2026-07-08 05:37:31.6060;DATASOURCE;;;3;common.default|UFV Rio do Peixe I - NCU 1 - Tracker 28 - Relógio interno desajustado|
